,Unnamed: 0,traveller_id,wt_css_o,wt_css_d,wt_css,cs_duration,walking_duration,public_duration,bicycling_duration,taxi_duration,purpose,bike_ownership
1005,1409,t1489,4.0,6.0,10.0,12 mins,41 mins,36 mins,12 mins,16 mins,commuting,yes
1006,327,t327,7.0,3.0,10.0,14 mins,42 mins,26 mins,12 mins,11 mins,leisure,yes
1007,449,t449,5.0,5.0,10.0,10 mins,42 mins,21 mins,11 mins,11 mins,errand,yes
1008,615,t615,6.0,5.0,11.0,11 mins,42 mins,32 mins,13 mins,9 mins,leisure,yes
1009,621,t621,6.0,6.0,12.0,15 mins,42 mins,28 mins,13 mins,14 mins,leisure,yes
1010,632,t632,3.0,7.0,10.0,15 mins,42 mins,25 mins,11 mins,13 mins,errand,no
1011,837,t837,5.0,7.0,12.0,11 mins,42 mins,20 mins,14 mins,10 mins,errand,yes
1012,1051,t1131,2.0,6.0,8.0,12 mins,42 mins,25 mins,10 mins,9 mins,errand,yes
1013,1062,t1142,2.0,3.0,5.0,11 mins,42 mins,24 mins,12 mins,8 mins,errand,yes
1014,1089,t1169,2.0,6.0,8.0,12 mins,42 mins,26 mins,10 mins,9 mins,commuting,yes
1015,1100,t1180,2.0,3.0,5.0,11 mins,42 mins,24 mins,12 mins,8 mins,leisure,yes
1016,1140,t1220,5.0,6.0,11.0,12 mins,42 mins,32 mins,13 mins,9 mins,leisure,no
1017,1370,t1450,6.0,6.0,12.0,12 mins,42 mins,38 mins,11 mins,14 mins,commuting,yes
1018,106,t106,6.0,2.0,8.0,10 mins,43 mins,26 mins,13 mins,10 mins,errand,no
1019,107,t107,6.0,2.0,8.0,10 mins,43 mins,27 mins,14 mins,9 mins,leisure,yes
1020,165,t165,8.0,6.0,14.0,9 mins,43 mins,24 mins,13 mins,11 mins,commuting,yes
1021,215,t215,3.0,5.0,8.0,11 mins,43 mins,23 mins,12 mins,10 mins,leisure,yes
1022,313,t313,7.0,1.0,8.0,13 mins,43 mins,13 mins,12 mins,11 mins,commuting,yes
1023,368,t368,8.0,7.0,15.0,9 mins,43 mins,19 mins,13 mins,8 mins,errand,no
1024,447,t447,5.0,2.0,7.0,9 mins,43 mins,23 mins,12 mins,9 mins,leisure,yes
1025,448,t448,5.0,4.0,9.0,9 mins,43 mins,22 mins,12 mins,11 mins,errand,no
1026,459,t459,5.0,5.0,10.0,11 mins,43 mins,26 mins,12 mins,13 mins,leisure,yes
1027,711,t711,7.0,8.0,15.0,9 mins,43 mins,19 mins,12 mins,8 mins,leisure,yes
1028,722,t722,7.0,5.0,12.0,11 mins,43 mins,19 mins,17 mins,11 mins,errand,yes
1029,752,t752,2.0,5.0,7.0,10 mins,43 mins,23 mins,12 mins,10 mins,errand,yes
1030,791,t791,4.0,5.0,9.0,10 mins,43 mins,22 mins,12 mins,10 mins,leisure,yes
1031,1136,t1216,5.0,5.0,10.0,12 mins,43 mins,26 mins,13 mins,12 mins,leisure,yes
1032,1195,t1275,2.0,7.0,9.0,10 mins,43 mins,26 mins,11 mins,9 mins,commuting,yes
1033,1272,t1352,7.0,2.0,9.0,11 mins,43 mins,23 mins,12 mins,10 mins,business,no
1034,15,t15,6.0,3.0,9.0,13 mins,44 mins,19 mins,14 mins,11 mins,errand,yes
1035,46,t46,1.0,7.0,8.0,14 mins,44 mins,13 mins,12 mins,13 mins,leisure,yes
1036,95,t95,6.0,7.0,13.0,13 mins,44 mins,30 mins,12 mins,11 mins,business,no
1037,166,t166,8.0,5.0,13.0,9 mins,44 mins,21 mins,12 mins,9 mins,leisure,yes
1038,251,t251,8.0,7.0,15.0,18 mins,44 mins,30 mins,17 mins,18 mins,errand,yes
1039,329,t329,7.0,7.0,14.0,9 mins,44 mins,15 mins,14 mins,11 mins,leisure,no
1040,373,t373,8.0,6.0,14.0,11 mins,44 mins,21 mins,14 mins,10 mins,leisure,no
1041,374,t374,8.0,6.0,14.0,11 mins,44 mins,22 mins,14 mins,10 mins,errand,yes
1042,394,t394,6.0,8.0,14.0,10 mins,44 mins,20 mins,13 mins,12 mins,leisure,no
1043,408,t408,6.0,2.0,8.0,9 mins,44 mins,17 mins,13 mins,12 mins,leisure,yes
1044,409,t409,6.0,4.0,10.0,9 mins,44 mins,16 mins,13 mins,14 mins,leisure,no
1045,535,t535,3.0,2.0,5.0,10 mins,44 mins,29 mins,15 mins,11 mins,errand,no
1046,536,t536,3.0,2.0,5.0,10 mins,44 mins,29 mins,16 mins,10 mins,errand,yes
1047,708,t708,7.0,8.0,15.0,18 mins,44 mins,29 mins,17 mins,17 mins,commuting,yes
1048,710,t710,7.0,7.0,14.0,9 mins,44 mins,15 mins,12 mins,8 mins,commuting,no
1049,790,t790,4.0,6.0,10.0,10 mins,44 mins,16 mins,15 mins,12 mins,commuting,yes
1050,824,t824,5.0,3.0,8.0,11 mins,44 mins,25 mins,14 mins,10 mins,commuting,yes
1051,906,t906,6.0,8.0,14.0,11 mins,44 mins,23 mins,12 mins,11 mins,leisure,yes
1052,945,t945,6.0,8.0,14.0,11 mins,44 mins,24 mins,12 mins,11 mins,leisure,yes
1053,1008,t1088,6.0,6.0,12.0,12 mins,44 mins,21 mins,14 mins,11 mins,commuting,yes
1054,1046,t1126,6.0,6.0,12.0,12 mins,44 mins,21 mins,14 mins,11 mins,leisure,yes
1055,1157,t1237,5.0,7.0,12.0,10 mins,44 mins,23 mins,11 mins,12 mins,commuting,yes
1056,1271,t1351,7.0,5.0,12.0,11 mins,44 mins,26 mins,12 mins,12 mins,commuting,yes
1057,1382,t1462,6.0,6.0,12.0,13 mins,44 mins,23 mins,14 mins,12 mins,commuting,yes
1058,1383,t1463,6.0,6.0,12.0,13 mins,44 mins,23 mins,14 mins,12 mins,commuting,yes
1059,7,t7,6.0,7.0,13.0,14 mins,45 mins,15 mins,14 mins,13 mins,errand,yes
1060,312,t312,7.0,6.0,13.0,13 mins,45 mins,15 mins,15 mins,12 mins,errand,yes
1061,370,t370,8.0,4.0,12.0,12 mins,45 mins,21 mins,14 mins,12 mins,errand,no
1062,410,t410,6.0,5.0,11.0,10 mins,45 mins,15 mins,13 mins,14 mins,leisure,yes
1063,433,t433,5.0,8.0,13.0,10 mins,45 mins,20 mins,12 mins,9 mins,errand,yes
1064,485,t485,5.0,7.0,12.0,10 mins,45 mins,16 mins,12 mins,11 mins,leisure,yes
1065,616,t616,6.0,2.0,8.0,11 mins,45 mins,27 mins,14 mins,9 mins,errand,no
1066,624,t624,3.0,6.0,9.0,13 mins,45 mins,22 mins,15 mins,13 mins,leisure,yes
1067,704,t704,7.0,6.0,13.0,13 mins,45 mins,26 mins,15 mins,10 mins,leisure,no
1068,714,t714,7.0,5.0,12.0,10 mins,45 mins,19 mins,13 mins,10 mins,errand,yes
1069,751,t751,2.0,6.0,8.0,10 mins,45 mins,17 mins,15 mins,12 mins,leisure,no
1070,789,t789,4.0,8.0,12.0,12 mins,45 mins,24 mins,12 mins,12 mins,leisure,yes
1071,827,t827,5.0,7.0,12.0,8 mins,45 mins,15 mins,12 mins,10 mins,commuting,yes
1072,829,t829,5.0,6.0,11.0,9 mins,45 mins,15 mins,14 mins,12 mins,business,yes
1073,1061,t1141,2.0,5.0,7.0,11 mins,45 mins,28 mins,15 mins,11 mins,errand,yes
1074,1099,t1179,2.0,5.0,7.0,11 mins,45 mins,27 mins,15 mins,11 mins,leisure,yes
1075,1178,t1258,2.0,6.0,8.0,12 mins,45 mins,28 mins,14 mins,9 mins,errand,no
1076,1233,t1313,6.0,2.0,8.0,11 mins,45 mins,22 mins,11 mins,8 mins,errand,yes
1077,54,t54,1.0,3.0,4.0,13 mins,46 mins,24 mins,14 mins,13 mins,errand,yes
1078,134,t134,4.0,7.0,11.0,13 mins,46 mins,29 mins,15 mins,10 mins,leisure,yes
1079,249,t249,8.0,3.0,11.0,13 mins,46 mins,35 mins,13 mins,13 mins,leisure,no
1080,290,t290,7.0,7.0,14.0,18 mins,46 mins,30 mins,17 mins,19 mins,errand,no
1081,332,t332,7.0,5.0,12.0,8 mins,46 mins,15 mins,14 mins,13 mins,leisure,yes
1082,369,t369,8.0,2.0,10.0,12 mins,46 mins,22 mins,14 mins,11 mins,leisure,yes
1083,496,t496,5.0,2.0,7.0,10 mins,46 mins,28 mins,17 mins,15 mins,errand,yes
1084,625,t625,3.0,1.0,4.0,13 mins,46 mins,26 mins,14 mins,13 mins,errand,yes
1085,630,t630,3.0,8.0,11.0,14 mins,46 mins,40 mins,13 mins,14 mins,errand,no
1086,709,t709,7.0,7.0,14.0,18 mins,46 mins,30 mins,18 mins,18 mins,leisure,yes
1087,750,t750,2.0,8.0,10.0,12 mins,46 mins,25 mins,13 mins,11 mins,errand,no
1088,895,t895,7.0,4.0,11.0,14 mins,46 mins,22 mins,13 mins,12 mins,leisure,yes
1089,935,t935,6.0,7.0,13.0,10 mins,46 mins,19 mins,14 mins,11 mins,errand,yes
1090,974,t974,6.0,7.0,13.0,10 mins,46 mins,19 mins,14 mins,11 mins,errand,yes
1091,1194,t1274,2.0,6.0,8.0,10 mins,46 mins,25 mins,12 mins,8 mins,errand,yes
1092,1232,t1312,6.0,5.0,11.0,11 mins,46 mins,24 mins,11 mins,10 mins,errand,yes
1093,1289,t1369,5.0,6.0,11.0,11 mins,46 mins,16 mins,12 mins,11 mins,errand,yes
1094,1456,t1536,7.0,6.0,13.0,10 mins,46 mins,19 mins,14 mins,11 mins,leisure,yes
1095,1457,t1537,7.0,6.0,13.0,10 mins,46 mins,19 mins,14 mins,11 mins,commuting,yes
1096,14,t14,6.0,6.0,12.0,13 mins,47 mins,36 mins,12 mins,13 mins,errand,yes
1097,333,t333,7.0,7.0,14.0,8 mins,47 mins,20 mins,13 mins,12 mins,errand,no
1098,424,t424,6.0,5.0,11.0,12 mins,47 mins,15 mins,13 mins,13 mins,errand,yes
1099,497,t497,5.0,2.0,7.0,10 mins,47 mins,29 mins,17 mins,14 mins,commuting,yes
1100,524,t524,3.0,7.0,10.0,10 mins,47 mins,17 mins,13 mins,8 mins,commuting,no
1101,585,t585,6.0,6.0,12.0,13 mins,47 mins,20 mins,13 mins,14 mins,errand,yes
1102,705,t705,7.0,4.0,11.0,13 mins,47 mins,24 mins,15 mins,10 mins,leisure,yes
1103,715,t715,7.0,3.0,10.0,10 mins,47 mins,20 mins,13 mins,7 mins,commuting,yes
1104,815,t815,4.0,2.0,6.0,11 mins,47 mins,19 mins,16 mins,10 mins,commuting,yes
1105,836,t836,5.0,5.0,10.0,11 mins,47 mins,21 mins,16 mins,12 mins,leisure,yes
1106,866,t866,7.0,7.0,14.0,8 mins,47 mins,20 mins,12 mins,12 mins,commuting,yes
1107,1156,t1236,5.0,6.0,11.0,10 mins,47 mins,27 mins,12 mins,11 mins,leisure,yes
1108,1235,t1315,6.0,5.0,11.0,12 mins,47 mins,16 mins,12 mins,8 mins,commuting,yes
1109,1299,t1379,5.0,4.0,9.0,11 mins,47 mins,21 mins,15 mins,11 mins,leisure,yes
1110,1312,t1392,5.0,6.0,11.0,13 mins,47 mins,17 mins,12 mins,8 mins,leisure,no
1111,1337,t1417,2.0,4.0,6.0,11 mins,47 mins,22 mins,15 mins,11 mins,errand,no
1112,1416,t1496,4.0,7.0,11.0,15 mins,47 mins,22 mins,13 mins,11 mins,commuting,yes
1113,159,t159,8.0,4.0,12.0,10 mins,48 mins,24 mins,15 mins,10 mins,leisure,yes
1114,288,t288,7.0,3.0,10.0,13 mins,48 mins,35 mins,13 mins,13 mins,leisure,yes
1115,366,t366,8.0,3.0,11.0,14 mins,48 mins,29 mins,15 mins,13 mins,leisure,yes
1116,367,t367,8.0,5.0,13.0,9 mins,48 mins,21 mins,15 mins,10 mins,commuting,yes
1117,404,t404,6.0,6.0,12.0,14 mins,48 mins,40 mins,14 mins,18 mins,errand,no
1118,595,t595,6.0,6.0,12.0,15 mins,48 mins,33 mins,17 mins,16 mins,commuting,yes
1119,631,t631,3.0,7.0,10.0,14 mins,48 mins,42 mins,13 mins,15 mins,business,yes
1120,633,t633,3.0,8.0,11.0,15 mins,48 mins,28 mins,14 mins,13 mins,commuting,no
1121,672,t672,5.0,8.0,13.0,9 mins,48 mins,22 mins,13 mins,9 mins,leisure,no
1122,683,t683,5.0,5.0,10.0,11 mins,48 mins,20 mins,18 mins,12 mins,leisure,yes
1123,814,t814,4.0,5.0,9.0,11 mins,48 mins,19 mins,16 mins,10 mins,leisure,yes
1124,876,t876,7.0,7.0,14.0,11 mins,48 mins,23 mins,16 mins,12 mins,leisure,no
1125,1010,t1090,6.0,7.0,13.0,12 mins,48 mins,28 mins,15 mins,13 mins,leisure,yes
1126,1017,t1097,6.0,8.0,14.0,17 mins,48 mins,32 mins,14 mins,17 mins,commuting,no
1127,1048,t1128,6.0,7.0,13.0,12 mins,48 mins,28 mins,15 mins,13 mins,leisure,yes
1128,1068,t1148,2.0,2.0,4.0,12 mins,48 mins,20 mins,12 mins,10 mins,errand,yes
1129,94,t94,6.0,5.0,11.0,13 mins,49 mins,35 mins,17 mins,13 mins,commuting,yes
1130,120,t120,4.0,8.0,12.0,10 mins,49 mins,23 mins,14 mins,9 mins,commuting,no
1131,193,t193,8.0,4.0,12.0,15 mins,49 mins,27 mins,15 mins,11 mins,commuting,no
1132,204,t204,3.0,6.0,9.0,9 mins,49 mins,25 mins,13 mins,12 mins,errand,yes
1133,250,t250,8.0,5.0,13.0,18 mins,49 mins,31 mins,19 mins,20 mins,commuting,yes
1134,260,t260,8.0,6.0,14.0,18 mins,49 mins,30 mins,14 mins,17 mins,errand,yes
1135,261,t261,8.0,6.0,14.0,18 mins,49 mins,30 mins,14 mins,17 mins,leisure,no
1136,328,t328,7.0,5.0,12.0,9 mins,49 mins,16 mins,16 mins,13 mins,leisure,no
1137,352,t352,8.0,1.0,9.0,13 mins,49 mins,17 mins,17 mins,15 mins,leisure,yes
1138,443,t443,5.0,6.0,11.0,14 mins,49 mins,41 mins,16 mins,16 mins,errand,yes
1139,596,t596,6.0,5.0,11.0,15 mins,49 mins,33 mins,14 mins,16 mins,errand,yes
1140,610,t610,6.0,10.0,16.0,11 mins,49 mins,25 mins,13 mins,8 mins,leisure,yes
1141,669,t669,5.0,8.0,13.0,18 mins,49 mins,30 mins,18 mins,18 mins,errand,yes
1142,671,t671,5.0,7.0,12.0,9 mins,49 mins,16 mins,13 mins,9 mins,leisure,yes
1143,723,t723,7.0,7.0,14.0,11 mins,49 mins,24 mins,17 mins,12 mins,commuting,yes
1144,832,t832,5.0,3.0,8.0,10 mins,49 mins,17 mins,16 mins,9 mins,commuting,yes
1145,856,t856,5.0,4.0,9.0,14 mins,49 mins,21 mins,15 mins,12 mins,leisure,no
1146,894,t894,7.0,6.0,13.0,14 mins,49 mins,18 mins,15 mins,13 mins,leisure,yes
1147,1106,t1186,2.0,2.0,4.0,12 mins,49 mins,20 mins,12 mins,10 mins,errand,yes
1148,1327,t1407,2.0,6.0,8.0,11 mins,49 mins,19 mins,13 mins,12 mins,errand,yes
1149,1377,t1457,6.0,7.0,13.0,15 mins,49 mins,18 mins,14 mins,12 mins,leisure,yes
1150,1415,t1495,4.0,5.0,9.0,15 mins,49 mins,21 mins,14 mins,13 mins,leisure,yes
1151,1460,t1540,7.0,6.0,13.0,13 mins,49 mins,28 mins,15 mins,13 mins,leisure,yes
1152,1461,t1541,7.0,6.0,13.0,13 mins,49 mins,28 mins,15 mins,13 mins,errand,yes
1153,47,t47,1.0,8.0,9.0,14 mins,50 mins,17 mins,15 mins,16 mins,leisure,no
1154,53,t53,1.0,6.0,7.0,13 mins,50 mins,39 mins,15 mins,14 mins,errand,no
1155,158,t158,8.0,6.0,14.0,10 mins,50 mins,25 mins,15 mins,11 mins,commuting,yes
1156,205,t205,3.0,5.0,8.0,9 mins,50 mins,22 mins,13 mins,9 mins,errand,yes
1157,326,t326,7.0,6.0,13.0,14 mins,50 mins,28 mins,14 mins,14 mins,commuting,yes
1158,334,t334,7.0,6.0,13.0,11 mins,50 mins,24 mins,14 mins,12 mins,errand,yes
1159,335,t335,7.0,6.0,13.0,11 mins,50 mins,25 mins,14 mins,12 mins,leisure,yes
1160,425,t425,6.0,2.0,8.0,12 mins,50 mins,23 mins,14 mins,14 mins,leisure,no
1161,484,t484,5.0,5.0,10.0,10 mins,50 mins,18 mins,15 mins,13 mins,leisure,yes
1162,527,t527,3.0,5.0,8.0,10 mins,50 mins,16 mins,14 mins,9 mins,leisure,no
1163,586,t586,6.0,1.0,7.0,13 mins,50 mins,24 mins,15 mins,14 mins,commuting,yes
1164,593,t593,6.0,7.0,13.0,15 mins,50 mins,24 mins,13 mins,16 mins,errand,no
1165,609,t609,6.0,11.0,17.0,11 mins,50 mins,26 mins,11 mins,8 mins,business,yes
1166,665,t665,5.0,6.0,11.0,13 mins,50 mins,33 mins,16 mins,11 mins,errand,yes
1167,769,t769,2.0,2.0,4.0,11 mins,50 mins,18 mins,16 mins,11 mins,errand,yes
1168,770,t770,2.0,2.0,4.0,11 mins,50 mins,19 mins,17 mins,11 mins,commuting,no
1169,905,t905,6.0,7.0,13.0,11 mins,50 mins,28 mins,13 mins,14 mins,leisure,yes
1170,944,t944,6.0,7.0,13.0,11 mins,50 mins,28 mins,13 mins,14 mins,commuting,yes
1171,990,t990,11.0,6.0,17.0,9 mins,50 mins,20 mins,14 mins,8 mins,errand,yes
1172,1018,t1098,6.0,7.0,13.0,17 mins,50 mins,32 mins,14 mins,18 mins,errand,yes
1173,1069,t1149,2.0,4.0,6.0,12 mins,50 mins,23 mins,12 mins,10 mins,leisure,yes
1174,1107,t1187,2.0,4.0,6.0,12 mins,50 mins,23 mins,12 mins,11 mins,leisure,yes
1175,1236,t1316,6.0,2.0,8.0,12 mins,50 mins,19 mins,13 mins,9 mins,leisure,yes
1176,1339,t1419,2.0,7.0,9.0,13 mins,50 mins,21 mins,15 mins,11 mins,leisure,yes
1177,1350,t1430,2.0,6.0,8.0,13 mins,50 mins,21 mins,12 mins,9 mins,errand,yes
1178,8,t8,6.0,8.0,14.0,14 mins,51 mins,19 mins,18 mins,16 mins,leisure,yes
1179,81,t81,6.0,8.0,14.0,10 mins,51 mins,25 mins,14 mins,10 mins,leisure,yes
1180,133,t133,4.0,5.0,9.0,13 mins,51 mins,37 mins,17 mins,12 mins,leisure,yes
1181,192,t192,8.0,6.0,14.0,15 mins,51 mins,26 mins,16 mins,12 mins,errand,yes
1182,289,t289,7.0,5.0,12.0,18 mins,51 mins,31 mins,19 mins,21 mins,errand,yes
1183,299,t299,7.0,6.0,13.0,18 mins,51 mins,30 mins,15 mins,18 mins,errand,no
1184,300,t300,7.0,6.0,13.0,18 mins,51 mins,30 mins,15 mins,18 mins,commuting,no
1185,331,t331,7.0,4.0,11.0,12 mins,51 mins,21 mins,14 mins,16 mins,commuting,no
1186,351,t351,8.0,6.0,14.0,13 mins,51 mins,20 mins,19 mins,16 mins,errand,yes
1187,395,t395,6.0,3.0,9.0,10 mins,51 mins,22 mins,17 mins,14 mins,commuting,yes
1188,463,t463,5.0,5.0,10.0,12 mins,51 mins,19 mins,14 mins,11 mins,errand,no
1189,525,t525,3.0,2.0,5.0,11 mins,51 mins,15 mins,16 mins,11 mins,commuting,yes
1190,565,t565,2.0,4.0,6.0,12 mins,51 mins,26 mins,14 mins,12 mins,errand,no
1191,670,t670,5.0,7.0,12.0,18 mins,51 mins,31 mins,19 mins,19 mins,leisure,yes
1192,675,t675,5.0,5.0,10.0,10 mins,51 mins,22 mins,14 mins,11 mins,leisure,yes
1193,754,t754,2.0,3.0,5.0,11 mins,51 mins,17 mins,15 mins,10 mins,business,yes
1194,776,t776,2.0,2.0,4.0,11 mins,51 mins,20 mins,16 mins,10 mins,commuting,yes
1195,778,t778,2.0,4.0,6.0,15 mins,51 mins,23 mins,15 mins,12 mins,leisure,yes
1196,788,t788,4.0,7.0,11.0,12 mins,51 mins,21 mins,14 mins,15 mins,leisure,yes
1197,808,t808,4.0,2.0,6.0,11 mins,51 mins,21 mins,16 mins,12 mins,commuting,yes
1198,809,t809,4.0,2.0,6.0,11 mins,51 mins,22 mins,17 mins,12 mins,commuting,no
1199,817,t817,4.0,4.0,8.0,15 mins,51 mins,22 mins,15 mins,12 mins,errand,yes
1200,892,t892,7.0,5.0,12.0,13 mins,51 mins,18 mins,16 mins,11 mins,commuting,yes
1201,893,t893,7.0,2.0,9.0,13 mins,51 mins,18 mins,16 mins,11 mins,leisure,no
1202,1290,t1370,5.0,5.0,10.0,11 mins,51 mins,18 mins,14 mins,12 mins,leisure,yes
1203,1298,t1378,5.0,2.0,7.0,11 mins,51 mins,21 mins,16 mins,10 mins,leisure,yes
1204,1301,t1381,5.0,7.0,12.0,13 mins,51 mins,20 mins,16 mins,11 mins,commuting,yes
1205,1336,t1416,2.0,2.0,4.0,11 mins,51 mins,22 mins,15 mins,10 mins,leisure,yes
1206,1398,t1478,4.0,8.0,12.0,15 mins,51 mins,27 mins,15 mins,11 mins,leisure,yes
1207,1413,t1493,4.0,2.0,6.0,14 mins,51 mins,23 mins,14 mins,11 mins,errand,no
1208,1414,t1494,4.0,4.0,8.0,14 mins,51 mins,23 mins,15 mins,13 mins,commuting,yes
1209,330,t330,7.0,2.0,9.0,12 mins,52 mins,21 mins,14 mins,15 mins,leisure,yes
1210,434,t434,5.0,3.0,8.0,10 mins,52 mins,22 mins,16 mins,11 mins,errand,yes
1211,523,t523,3.0,5.0,8.0,10 mins,52 mins,19 mins,16 mins,10 mins,leisure,yes
1212,564,t564,2.0,2.0,4.0,12 mins,52 mins,27 mins,15 mins,12 mins,leisure,yes
1213,649,t649,3.0,10.0,13.0,11 mins,52 mins,27 mins,15 mins,9 mins,commuting,yes
1214,666,t666,5.0,4.0,9.0,13 mins,52 mins,29 mins,17 mins,11 mins,errand,no
1215,676,t676,5.0,3.0,8.0,10 mins,52 mins,22 mins,14 mins,10 mins,errand,yes
1216,749,t749,2.0,7.0,9.0,12 mins,52 mins,21 mins,14 mins,14 mins,leisure,no
1217,775,t775,2.0,5.0,7.0,11 mins,52 mins,19 mins,16 mins,10 mins,commuting,yes
1218,794,t794,4.0,2.0,6.0,13 mins,52 mins,22 mins,16 mins,12 mins,commuting,yes
1219,831,t831,5.0,5.0,10.0,10 mins,52 mins,17 mins,18 mins,12 mins,commuting,no
1220,847,t847,5.0,2.0,7.0,12 mins,52 mins,13 mins,17 mins,12 mins,leisure,no
1221,855,t855,5.0,6.0,11.0,14 mins,52 mins,17 mins,16 mins,13 mins,errand,yes
1222,1070,t1150,2.0,5.0,7.0,14 mins,52 mins,16 mins,13 mins,11 mins,leisure,yes
1223,1108,t1188,2.0,5.0,7.0,14 mins,52 mins,16 mins,14 mins,11 mins,leisure,yes
1224,1376,t1456,6.0,5.0,11.0,15 mins,52 mins,18 mins,15 mins,14 mins,leisure,no
1225,125,t125,4.0,8.0,12.0,13 mins,53 mins,25 mins,15 mins,9 mins,commuting,yes
1226,271,t271,8.0,4.0,12.0,16 mins,53 mins,33 mins,15 mins,16 mins,leisure,no
1227,354,t354,8.0,4.0,12.0,13 mins,53 mins,24 mins,16 mins,10 mins,commuting,no
1228,488,t488,5.0,5.0,10.0,10 mins,53 mins,16 mins,16 mins,13 mins,business,yes
1229,648,t648,3.0,11.0,14.0,11 mins,53 mins,28 mins,14 mins,9 mins,commuting,yes
1230,753,t753,2.0,5.0,7.0,11 mins,53 mins,16 mins,17 mins,14 mins,commuting,yes
1231,755,t755,2.0,2.0,4.0,13 mins,53 mins,22 mins,16 mins,12 mins,errand,yes
1232,777,t777,2.0,6.0,8.0,15 mins,53 mins,20 mins,16 mins,13 mins,leisure,yes
1233,816,t816,4.0,6.0,10.0,15 mins,53 mins,19 mins,16 mins,13 mins,leisure,yes
1234,848,t848,5.0,2.0,7.0,12 mins,53 mins,14 mins,18 mins,12 mins,commuting,no
1235,875,t875,7.0,5.0,12.0,11 mins,53 mins,24 mins,18 mins,14 mins,commuting,yes
1236,911,t911,6.0,2.0,8.0,10 mins,53 mins,27 mins,16 mins,11 mins,leisure,no
1237,991,t991,11.0,3.0,14.0,9 mins,53 mins,31 mins,17 mins,8 mins,errand,no
1238,1315,t1395,5.0,4.0,9.0,16 mins,53 mins,19 mins,14 mins,12 mins,business,yes
1239,1359,t1439,6.0,8.0,14.0,15 mins,53 mins,22 mins,15 mins,12 mins,leisure,yes
1240,1374,t1454,6.0,2.0,8.0,14 mins,53 mins,20 mins,15 mins,12 mins,business,yes
1241,1375,t1455,6.0,4.0,10.0,14 mins,53 mins,19 mins,15 mins,14 mins,errand,yes
1242,1400,t1480,4.0,8.0,12.0,15 mins,53 mins,26 mins,16 mins,16 mins,commuting,no
1243,1429,t1509,4.0,5.0,9.0,15 mins,53 mins,23 mins,15 mins,12 mins,commuting,yes
1244,198,t198,3.0,4.0,7.0,10 mins,54 mins,30 mins,15 mins,10 mins,leisure,yes
1245,248,t248,8.0,6.0,14.0,13 mins,54 mins,40 mins,15 mins,15 mins,leisure,yes
1246,287,t287,7.0,6.0,13.0,13 mins,54 mins,40 mins,15 mins,16 mins,leisure,no
1247,464,t464,5.0,2.0,7.0,12 mins,54 mins,20 mins,14 mins,12 mins,leisure,no
1248,486,t486,5.0,2.0,7.0,11 mins,54 mins,14 mins,17 mins,14 mins,errand,no
1249,526,t526,3.0,4.0,7.0,11 mins,54 mins,14 mins,16 mins,12 mins,errand,yes
1250,528,t528,3.0,7.0,10.0,10 mins,54 mins,14 mins,17 mins,10 mins,commuting,yes
1251,567,t567,2.0,7.0,9.0,14 mins,54 mins,24 mins,15 mins,13 mins,errand,no
1252,591,t591,6.0,8.0,14.0,14 mins,54 mins,42 mins,15 mins,15 mins,commuting,yes
1253,592,t592,6.0,7.0,13.0,14 mins,54 mins,33 mins,15 mins,16 mins,leisure,yes
1254,684,t684,5.0,7.0,12.0,11 mins,54 mins,25 mins,18 mins,13 mins,leisure,yes
1255,793,t793,4.0,3.0,7.0,11 mins,54 mins,16 mins,15 mins,11 mins,leisure,yes
1256,896,t896,7.0,7.0,14.0,14 mins,54 mins,17 mins,17 mins,14 mins,errand,no
1257,950,t950,6.0,2.0,8.0,10 mins,54 mins,28 mins,16 mins,11 mins,leisure,no
1258,1071,t1151,2.0,7.0,9.0,14 mins,54 mins,21 mins,14 mins,12 mins,errand,yes
1259,1274,t1354,7.0,5.0,12.0,12 mins,54 mins,24 mins,15 mins,12 mins,errand,yes
1260,1313,t1393,5.0,7.0,12.0,13 mins,54 mins,26 mins,15 mins,11 mins,leisure,yes
1261,1328,t1408,2.0,5.0,7.0,11 mins,54 mins,19 mins,14 mins,13 mins,leisure,yes
1262,1401,t1481,4.0,7.0,11.0,15 mins,54 mins,26 mins,17 mins,17 mins,errand,no
1263,86,t86,6.0,8.0,14.0,13 mins,55 mins,23 mins,15 mins,11 mins,errand,yes
1264,121,t121,4.0,3.0,7.0,10 mins,55 mins,31 mins,17 mins,10 mins,leisure,yes
1265,197,t197,3.0,6.0,9.0,10 mins,55 mins,33 mins,15 mins,11 mins,commuting,no
1266,232,t232,3.0,4.0,7.0,15 mins,55 mins,29 mins,15 mins,12 mins,commuting,yes
1267,272,t272,8.0,7.0,15.0,16 mins,55 mins,29 mins,15 mins,16 mins,leisure,yes
1268,310,t310,7.0,4.0,11.0,16 mins,55 mins,33 mins,15 mins,17 mins,leisure,yes
1269,568,t568,2.0,6.0,8.0,11 mins,55 mins,23 mins,14 mins,10 mins,commuting,yes
1270,569,t569,2.0,6.0,8.0,11 mins,55 mins,24 mins,15 mins,10 mins,leisure,no
1271,721,t721,7.0,4.0,11.0,14 mins,55 mins,25 mins,20 mins,14 mins,leisure,yes
1272,759,t759,2.0,7.0,9.0,15 mins,55 mins,24 mins,18 mins,14 mins,leisure,yes
